"","V1","V2","V3","V4","V5"
"148",3,1,3,0,3
"149",4,1,3,1,0
"150",4,1,3,2,0
"151",4,1,3,3,0
"152",4,1,3,0,1
"153",4,1,3,0,2
"154",4,1,3,0,3
"155",3,2,3,1,0
"156",3,2,3,2,0
"157",3,2,3,3,0
"158",3,2,3,0,1
"159",3,2,3,0,2
"160",3,2,3,0,3
"161",4,2,3,1,0
"162",4,2,3,2,0
"163",4,2,3,3,0
"164",4,2,3,0,1
"165",4,2,3,0,2
"166",4,2,3,0,3
"167",3,3,3,1,0
"168",3,3,3,2,0
"169",3,3,3,3,0
"170",3,3,3,0,1
"171",3,3,3,0,2
"172",3,3,3,0,3
"173",4,3,3,1,0
"174",4,3,3,2,0
"175",4,3,3,3,0
"176",4,3,3,0,1
"177",4,3,3,0,2
"178",4,3,3,0,3
"179",4,4,3,1,0
"180",4,4,3,2,0
"181",4,4,3,3,0
"182",4,4,3,0,1
"183",4,4,3,0,2
"184",4,4,3,0,3
"185",4,0,4,1,0
"186",4,0,4,2,0
"187",4,0,4,3,0
"188",4,0,4,4,0
"189",4,0,4,0,1
"190",4,0,4,0,2
"191",4,0,4,0,3
"192",4,0,4,0,4
"193",4,1,4,1,0
"194",4,1,4,2,0
"195",4,1,4,3,0
"196",4,1,4,4,0
"197",4,1,4,0,1
"198",4,1,4,0,2
"199",4,1,4,0,3
"200",4,1,4,0,4
"201",4,2,4,1,0
"202",4,2,4,2,0
"203",4,2,4,3,0
"204",4,2,4,4,0
"205",4,2,4,0,1
"206",4,2,4,0,2
"207",4,2,4,0,3
"208",4,2,4,0,4
"209",4,3,4,1,0
"210",4,3,4,2,0
"211",4,3,4,3,0
"212",4,3,4,4,0
"213",4,3,4,0,1
"214",4,3,4,0,2
"215",4,3,4,0,3
"216",4,3,4,0,4
"217",4,4,4,1,0
"218",4,4,4,2,0
"219",4,4,4,3,0
"220",4,4,4,4,0
"221",4,4,4,0,1
"222",4,4,4,0,2
"223",4,4,4,0,3
"224",4,4,4,0,4
"225",1,0,1,1,1
"226",2,0,1,1,1
"227",3,0,1,1,1
"228",4,0,1,1,1
"229",1,1,1,1,1
"230",2,1,1,1,1
"231",3,1,1,1,1
"232",4,1,1,1,1
"233",2,2,1,1,1
"234",3,2,1,1,1
"235",4,2,1,1,1
"236",3,3,1,1,1
"237",4,3,1,1,1
"238",4,4,1,1,1
"239",2,0,2,1,1
"240",2,0,2,1,2
"241",3,0,2,1,1
"242",3,0,2,1,2
"243",4,0,2,1,1
"244",4,0,2,1,2
"245",2,1,2,1,1
"246",2,1,2,1,2
"247",3,1,2,1,1
"248",3,1,2,1,2
"249",4,1,2,1,1
"250",4,1,2,1,2
"251",2,2,2,1,1
"252",2,2,2,1,2
"253",3,2,2,1,1
"254",3,2,2,1,2
"255",4,2,2,1,1
"256",4,2,2,1,2
"257",3,3,2,1,1
"258",3,3,2,1,2
"259",4,3,2,1,1
"260",4,3,2,1,2
"261",4,4,2,1,1
"262",4,4,2,1,2
"263",3,0,3,1,1
"264",3,0,3,1,2
"265",3,0,3,1,3
"266",4,0,3,1,1
"267",4,0,3,1,2
"268",4,0,3,1,3
"269",3,1,3,1,1
"270",3,1,3,1,2
"271",3,1,3,1,3
"272",4,1,3,1,1
"273",4,1,3,1,2
"274",4,1,3,1,3
"275",3,2,3,1,1
"276",3,2,3,1,2
"277",3,2,3,1,3
"278",4,2,3,1,1
"279",4,2,3,1,2
"280",4,2,3,1,3
"281",3,3,3,1,1
"282",3,3,3,1,2
"283",3,3,3,1,3
"284",4,3,3,1,1
"285",4,3,3,1,2
"286",4,3,3,1,3
"287",4,4,3,1,1
"288",4,4,3,1,2
"289",4,4,3,1,3
"290",4,0,4,1,1
"291",4,0,4,1,2
"292",4,0,4,1,3
"293",4,0,4,1,4
"294",4,1,4,1,1
"295",4,1,4,1,2
"296",4,1,4,1,3
"297",4,1,4,1,4
"298",4,2,4,1,1
"299",4,2,4,1,2
"300",4,2,4,1,3
"301",4,2,4,1,4
"302",4,3,4,1,1
"303",4,3,4,1,2
"304",4,3,4,1,3
"305",4,3,4,1,4
"306",4,4,4,1,1
"307",4,4,4,1,2
"308",4,4,4,1,3
"309",4,4,4,1,4
"310",2,0,2,2,1
"311",2,0,2,2,2
"312",3,0,2,2,1
"313",3,0,2,2,2
"314",4,0,2,2,1
"315",4,0,2,2,2
"316",2,1,2,2,1
"317",2,1,2,2,2
"318",3,1,2,2,1
"319",3,1,2,2,2
"320",4,1,2,2,1
"321",4,1,2,2,2
"322",2,2,2,2,1
"323",2,2,2,2,2
"324",3,2,2,2,1
"325",3,2,2,2,2
"326",4,2,2,2,1
"327",4,2,2,2,2
"328",3,3,2,2,1
"329",3,3,2,2,2
"330",4,3,2,2,1
"331",4,3,2,2,2
"332",4,4,2,2,1
"333",4,4,2,2,2
"334",3,0,3,2,1
"335",3,0,3,2,2
"336",3,0,3,2,3
"337",4,0,3,2,1
"338",4,0,3,2,2
"339",4,0,3,2,3
"340",3,1,3,2,1
"341",3,1,3,2,2
"342",3,1,3,2,3
"343",4,1,3,2,1
"344",4,1,3,2,2
"345",4,1,3,2,3
"346",3,2,3,2,1
"347",3,2,3,2,2
"348",3,2,3,2,3
"349",4,2,3,2,1
"350",4,2,3,2,2
"351",4,2,3,2,3
"352",3,3,3,2,1
"353",3,3,3,2,2
"354",3,3,3,2,3
"355",4,3,3,2,1
"356",4,3,3,2,2
"357",4,3,3,2,3
"358",4,4,3,2,1
"359",4,4,3,2,2
"360",4,4,3,2,3
"361",4,0,4,2,1
"362",4,0,4,2,2
"363",4,0,4,2,3
"364",4,0,4,2,4
"365",4,1,4,2,1
"366",4,1,4,2,2
"367",4,1,4,2,3
"368",4,1,4,2,4
"369",4,2,4,2,1
"370",4,2,4,2,2
"371",4,2,4,2,3
"372",4,2,4,2,4
"373",4,3,4,2,1
"374",4,3,4,2,2
"375",4,3,4,2,3
"376",4,3,4,2,4
"377",4,4,4,2,1
"378",4,4,4,2,2
"379",4,4,4,2,3
"380",4,4,4,2,4
"381",3,0,3,3,1
"382",3,0,3,3,2
"383",3,0,3,3,3
"384",4,0,3,3,1
"385",4,0,3,3,2
"386",4,0,3,3,3
"387",3,1,3,3,1
"388",3,1,3,3,2
"389",3,1,3,3,3
"390",4,1,3,3,1
"391",4,1,3,3,2
"392",4,1,3,3,3
"393",3,2,3,3,1
"394",3,2,3,3,2
"395",3,2,3,3,3
"396",4,2,3,3,1
"397",4,2,3,3,2
"398",4,2,3,3,3
"399",3,3,3,3,1
"400",3,3,3,3,2
"401",3,3,3,3,3
"402",4,3,3,3,1
"403",4,3,3,3,2
"404",4,3,3,3,3
"405",4,4,3,3,1
"406",4,4,3,3,2
"407",4,4,3,3,3
"408",4,0,4,3,1
"409",4,0,4,3,2
"410",4,0,4,3,3
"411",4,0,4,3,4
"412",4,1,4,3,1
"413",4,1,4,3,2
"414",4,1,4,3,3
"415",4,1,4,3,4
"416",4,2,4,3,1
"417",4,2,4,3,2
"418",4,2,4,3,3
"419",4,2,4,3,4
"420",4,3,4,3,1
"421",4,3,4,3,2
"422",4,3,4,3,3
"423",4,3,4,3,4
"424",4,4,4,3,1
"425",4,4,4,3,2
"426",4,4,4,3,3
"427",4,4,4,3,4
"428",4,0,4,4,1
"429",4,0,4,4,2
"430",4,0,4,4,3
"431",4,0,4,4,4
"432",4,1,4,4,1
"433",4,1,4,4,2
"434",4,1,4,4,3
"435",4,1,4,4,4
"436",4,2,4,4,1
"437",4,2,4,4,2
"438",4,2,4,4,3
"439",4,2,4,4,4
"440",4,3,4,4,1
"441",4,3,4,4,2
"442",4,3,4,4,3
"443",4,3,4,4,4
"444",4,4,4,4,1
"445",4,4,4,4,2
"446",4,4,4,4,3
"447",4,4,4,4,4
"448",0,0,0,0,0
