"","V1","V2","V3","V4"
"1",1,0,0,0
"2",2,0,0,0
"3",1,1,0,0
"4",1,1,1,0
"5",1,1,1,1
"6",2,1,0,0
"7",2,2,0,0
"8",2,1,1,0
"9",2,1,1,1
"10",2,2,1,0
"11",2,2,2,0
"12",2,2,1,1
"13",2,2,2,1
"14",2,2,2,2
"15",0,0,0,0
