"","V1","V2","V3"
"1",1,0,0
"2",2,0,0
"3",0,1,0
"4",0,2,0
"5",1,1,1
"6",1,1,0
"7",1,2,0
"8",2,1,0
"9",2,2,0
"10",2,1,1
"11",1,2,1
"12",2,2,1
"13",2,2,2
"14",0,0,0
