"","V1","V2","V3"
"1",1,0,0
"2",2,0,0
"3",1,1,1
"4",1,1,0
"5",2,1,0
"6",2,2,0
"7",2,1,1
"8",2,1,2
"9",2,2,1
"10",2,2,2
