"","V1","V2","V3","V4","V5"
"1",1,0,0,0,0
"2",2,0,0,0,0
"3",3,0,0,0,0
"4",4,0,0,0,0
"5",1,1,0,0,0
"6",1,1,1,0,0
"7",1,0,0,1,0
"8",1,0,0,2,0
"9",1,0,0,3,0
"10",1,0,0,4,0
"11",1,0,0,1,1
"12",1,0,0,1,2
"13",1,0,0,1,3
"14",1,0,0,1,4
"15",2,1,0,0,0
"16",2,2,0,0,0
"17",2,1,1,0,0
"18",2,1,2,0,0
"19",2,0,0,1,0
"20",2,0,0,2,0
"21",2,0,0,3,0
"22",2,0,0,4,0
"23",2,0,0,1,1
"24",2,0,0,1,2
"25",2,0,0,1,3
"26",2,0,0,1,4
"27",3,1,0,0,0
"28",3,2,0,0,0
"29",3,3,0,0,0
"30",3,1,1,0,0
"31",3,1,2,0,0
"32",3,1,3,0,0
"33",3,0,0,1,0
"34",3,0,0,2,0
"35",3,0,0,3,0
"36",3,0,0,4,0
"37",3,0,0,1,1
"38",3,0,0,1,2
"39",3,0,0,1,3
"40",3,0,0,1,4
"41",4,1,0,0,0
"42",4,2,0,0,0
"43",4,3,0,0,0
"44",4,4,0,0,0
"45",4,1,1,0,0
"46",4,1,2,0,0
"47",4,1,3,0,0
"48",4,1,4,0,0
"49",4,0,0,1,0
"50",4,0,0,2,0
"51",4,0,0,3,0
"52",4,0,0,4,0
"53",4,0,0,1,1
"54",4,0,0,1,2
"55",4,0,0,1,3
"56",4,0,0,1,4
"57",1,1,0,1,0
"58",1,1,0,2,0
"59",1,1,0,3,0
"60",1,1,0,4,0
"61",1,1,0,1,1
"62",1,1,0,1,2
"63",1,1,0,1,3
"64",1,1,0,1,4
"65",2,1,0,1,0
"66",2,1,0,2,0
"67",2,1,0,3,0
"68",2,1,0,4,0
"69",2,1,0,1,1
"70",2,1,0,1,2
"71",2,1,0,1,3
"72",2,1,0,1,4
"73",3,1,0,1,0
"74",3,1,0,2,0
"75",3,1,0,3,0
"76",3,1,0,4,0
"77",3,1,0,1,1
"78",3,1,0,1,2
"79",3,1,0,1,3
"80",3,1,0,1,4
"81",4,1,0,1,0
"82",4,1,0,2,0
"83",4,1,0,3,0
"84",4,1,0,4,0
"85",4,1,0,1,1
"86",4,1,0,1,2
"87",4,1,0,1,3
"88",4,1,0,1,4
"89",2,2,1,0,0
"90",2,2,2,0,0
"91",2,2,0,1,0
"92",2,2,0,2,0
"93",2,2,0,3,0
"94",2,2,0,4,0
"95",2,2,0,1,1
"96",2,2,0,1,2
"97",2,2,0,1,3
"98",2,2,0,1,4
"99",3,2,1,0,0
"100",3,2,2,0,0
"101",3,2,3,0,0
"102",3,2,0,1,0
"103",3,2,0,2,0
"104",3,2,0,3,0
"105",3,2,0,4,0
"106",3,2,0,1,1
"107",3,2,0,1,2
"108",3,2,0,1,3
"109",3,2,0,1,4
"110",4,2,1,0,0
"111",4,2,2,0,0
"112",4,2,3,0,0
"113",4,2,4,0,0
"114",4,2,0,1,0
"115",4,2,0,2,0
"116",4,2,0,3,0
"117",4,2,0,4,0
"118",4,2,0,1,1
"119",4,2,0,1,2
"120",4,2,0,1,3
"121",4,2,0,1,4
"122",3,3,1,0,0
"123",3,3,2,0,0
"124",3,3,3,0,0
"125",3,3,0,1,0
"126",3,3,0,2,0
"127",3,3,0,3,0
"128",3,3,0,4,0
"129",3,3,0,1,1
"130",3,3,0,1,2
"131",3,3,0,1,3
"132",3,3,0,1,4
"133",4,3,1,0,0
"134",4,3,2,0,0
"135",4,3,3,0,0
"136",4,3,4,0,0
"137",4,3,0,1,0
"138",4,3,0,2,0
"139",4,3,0,3,0
"140",4,3,0,4,0
"141",4,3,0,1,1
"142",4,3,0,1,2
"143",4,3,0,1,3
"144",4,3,0,1,4
"145",4,4,1,0,0
"146",4,4,2,0,0
"147",4,4,3,0,0
